index,location,Lat,Lon,USA
571,Bangkok,13.7563309,100.5017651,0
572,12.12.1998 ♥,,,
573,Disneyland,33.8120918,-117.9189742,1
574,At Home,36.0908081,-95.8545326,1
575,Brighton,41.1530459,-111.9550744,1
576,Right here!,,,
577,"Arkansas, USA",35.20105,-91.8318334,1
578,"In a van, by the river.",37.6833686,-96.1116603,1
579,Everywhere,,,
580,Jötunheimr,,,
581,"Barcelona, Nomansland",41.3850639,2.1734035,0
582,Ghana,7.946527,-1.023194,0
583,"Nottinghamshire, UK",53.100319,-0.9936306,0
584,Northwest Arkansas,36.0148605,-94.2333355,1
585,Lenape land,,,
586,"Sammamish, WA",47.6162683,-122.0355736,1
587,"Utah, USA",39.3209801,-111.0937311,1
588,Great state of Oregon!,43.8041334,-120.5542012,1
589,NYC ,40.7127753,-74.0059728,1
590,Where needed 🌎👩‍⚕️,,,
591, ,,,
592,"Greater Sacramento, California",39.0426809,-120.7120023,1
593,i’m right here,,,
594,East Tennessee,35.5174913,-86.5804473,1
595,"Love my country, South Africa",,,
596,On the shores of the Pacific,34.9771934,-89.7957492,1
597,Eastern United States,37.09024,-95.712891,1
598,Present,,,
599,"dnd, magnuspod, ac, misc",,,
600,Control Alt Delete,42.0873316,-72.5504828,1
601, USA,37.09024,-95.712891,1
602,Guatemala,15.783471,-90.230759,0
603,"Park Slope, Brooklyn, NY",40.6710672,-73.9814228,1
604,Everywhere ,,,
605,Gallaecia,,,
606,"Tampa, FL",27.950575,-82.4571776,1
607,"Vigo, Pontevedra",42.2405989,-8.7207268,0
608,"IL, CA, GA, MI, AZ 🌵",40.6331249,-89.3985283,1
609,"Oregon, United States",43.8041334,-120.5542012,1
610,Weybridge,51.3716269,-0.457904,0
611,"Bayside, NY 11360",40.7779482,-73.7801447,1
612,Poland,51.919438,19.145136,0
613,"Gainesville, Florida, USA",29.6516344,-82.3248262,1
614, NJ Shore,39.9652553,-74.3118212,1
615,At my computer,44.5233176,-80.0090035,0
616,"Charlotte, North Carolina",35.2270869,-80.8431267,1
617,"Syosset, NY",40.8262101,-73.502068,1
618,"Brooklyn, ny",40.6781784,-73.9441579,1
619,"Washington, DC & Jackson Hole",38.8995135,-77.0365478,1
620,"Sicily, Italy",37.5999938,14.0153557,0
621,"Amherst, MA, Usono",42.3732216,-72.5198537,1
622,Cascadia,38.0396957,-78.444725,1
623,Scientistmel.com ,,,
624,The Field of Hopes and Dreams,,,
625,Bending stuff towards justice,,,
626,δῶς μοι πᾶ στῶ καὶ τὰν γᾶν κινάσω,,,
627,"Santa Monica, CA",34.0194543,-118.4911912,1
628,Adirondacks,44.1247154,-73.8693043,1
629,"Gravesend, South East",51.441884,0.370759,0
630,Western United States,37.09024,-95.712891,1
631,NC,35.7595731,-79.0192997,1
632,Arizona ,34.0489281,-111.0937311,1
633,london uk,51.5073509,-0.1277583,0
634,Everywhere and Nowhere,,,
635,"Georgia, US",32.1656221,-82.9000751,1
636,"Los Angeles,CA",34.0522342,-118.2436849,1
637,Suburbs- Booker be my neighbor,,,
638,"Manchester, UK",53.4807593,-2.2426305,0
639,Petaluma CA,38.232417,-122.6366524,1
640,another Minnesota Girl,46.729553,-94.6858998,1
641,"Sevierville, TN",35.8681455,-83.561835,1
642,"Rancho Mirage, CA",33.739744,-116.41279,1
643,Southern California,34.9592083,-116.419389,1
644,"Wales, United Kingdom",52.1306607,-3.7837117,0
645,Staying in place. ,37.0336036,-95.6033248,1
646,"Washington, USA",47.7510741,-120.7401385,1
647,"Chesapeake Bay, USA",37.5213728,-76.1050092,0
648,#uniteblue,,,
649,Canada and US,37.09024,-95.712891,1
650,San Francisco Bay Area,37.8271784,-122.2913078,1
651,NorCal,38.8375215,-120.8958242,1
652,"Plano, TX",33.0198431,-96.6988856,1
653,Bombay,19.0759837,72.8776559,0
654,"Toronto, ontatio",43.653226,-79.3831843,0
655,global,39.101825,-94.7605437,1
656,moshi moshi.. KAABI DEESSSSSS,,,
657,"Olathe, KS",38.8813958,-94.8191285,1
658,"Olympia, WA",47.0378741,-122.9006951,1
659,Puerto Rico,18.220833,-66.590149,0
660,"Vancouver, WA.",45.6257379,-122.6760886,1
661,Mittweida,50.9853149,12.9740557,0
662,"Charlotte, NC, USA",35.2270869,-80.8431267,1
663,New Jersey,40.0583238,-74.4056612,1
664,Philadelphia area,39.9526322,-75.1652419,1
665,gayville,42.8880517,-97.1722732,1
666,NW Ohio,41.6917165,-84.7332884,1
667,"Flyover Country, IA",37.09024,-95.712891,1
668,"Churchville, VA",38.2262398,-79.1622551,1
669,California 96003,40.8002021,-122.1792927,1
670,"Whitehorse, Yukon",60.7211871,-135.0568448,0
671,"ICT Metro, Kansas",37.6508529,-97.4286988,1
672,"Kigali, Rwanda",-1.9440727,30.0618851,0
673,"new york, ny",40.7127753,-74.0059728,1
674,City of brotherly love,39.9525839,-75.1652215,1
675,Inactive,,,
676,"Paradise Valley, AZ",33.5311541,-111.9426452,1
677,"Andover, MA",42.6583356,-71.1367953,1
678,"Up & Down the Dial, USA",,,
679,Pajama Party,41.589975,-93.6134204,1
680,"Naples, Campania",40.8517983,14.26812,0
681,"Long Ditton, Surrey",51.382208,-0.315263,0
682,People’s Republic of Brooklyn,40.6832859,-73.9925859,1
683,"Tallahassee, FL",30.4382559,-84.2807329,1
684,55345,44.9188292,-93.4902391,1
685,Global,39.101825,-94.7605437,1
686,In between Disney Cruises,,,
687,United States of Corporations ,37.09024,-95.712891,1
688,"Ottawa Hills, Ohio",41.6642169,-83.6432694,1
689,Land of Enchantment,34.5199402,-105.8700901,1
690,SRQ,27.3951191,-82.5538197,1
691,"San Antonio, Texas ",29.4241219,-98.4936282,1
692,"Irvine, CA",33.6845673,-117.8265049,1
693,"Narnaul, India",28.0687645,76.106789,0
694,"Wellington, FL",26.6617635,-80.2683571,1
695,South Florida ,27.6648274,-81.5157535,1
696,"Western, Ghana",5.3901978,-2.1450245,0
697,Prague,50.0755381,14.4378005,0
698, TR☭MPLICAN Bay State Prison,41.8548567,-124.1513812,1
699,"New York, NY ",40.7127753,-74.0059728,1
700,Indiana,40.2671941,-86.1349019,1
701,"Putnam/westchester, NY",41.0270219,-73.7584797,1
702,"Accra, Ghana",5.6037168,-0.1869644,0
703,Northern California,38.8375215,-120.8958242,1
704,San Francisco,37.7749295,-122.4194155,1
705,"Barcelona, Spain",41.3850639,2.1734035,0
706,"Weston, Florida",26.1003654,-80.3997748,1
707,"Regina, Saskatchewan",50.4452112,-104.6188943,0
708,"Chapel Hill, NC",35.9131996,-79.0558445,1
709,"Purcellville, VA",39.1367717,-77.7147153,1
710,Self-Isolating at home with OV,,,
711,"Space Coast, Florida",28.353895,-80.7261153,1
712,SA. TX,29.4241219,-98.4936282,1
713,"Hyderabad, India",17.385044,78.486671,0
714,"Warangal-Hamamkonda, India",18.0072341,79.5583921,0
715,Tampa Bay Area - Florida,27.763383,-82.5436722,0
716,MidWest USA,44.9778109,-93.2649944,1
717,"Seattle, Washington",47.6062095,-122.3320708,1
718,Land of Hope & Dreams (Texas),31.9685988,-99.9018131,1
719,Kentucky,37.8393332,-84.2700179,1
720,Pharaoh Land ,,,
721,Jersey Shore,39.9652553,-74.3118212,1
722,UK 🇬🇧,,,
723,In the woods in Central Oregon,43.9915056,-121.3583642,1
724,"South Lantau Island, Hong Kong",22.2664984,113.941751,0
725,BFE,29.9409222,-95.5843167,1
726,"Moorpark, California",34.285558,-118.8820414,1
727,"Conway, AR",35.0886963,-92.4421011,1
728,"La Crescenta-Montrose, CA",34.228754,-118.2351192,1
729, Alabama ❤ of Dixie,33.0992639,-86.7499083,1
730,"Everywhere, USA",,,
731,E TEXAS.,31.9685988,-99.9018131,1
732,Panama City FL,30.1588129,-85.6602058,1
733,#CA48,33.6384531,-117.9014654,1
734,location? WHERE U LEAST EXPECT,,,
735, wherever the MUSIC is ,,,
736,"So Cal, USA",34.9592083,-116.419389,1
737,"North Las Vegas, NV",36.1988592,-115.1175013,1
738,"Now, Here",,,
739,19| VEGAN| BLACK LIVES MATTER,34.3928159,-118.4657377,1
740,"Grovetown, GA",33.4504157,-82.1981764,1
741,"Oceanside, Ca",33.1958696,-117.3794834,1
742,"Lafayette, Indiana",40.4167022,-86.8752869,1
743, Instagram: @MisterHoonLee,,,
744,Communist NYS,40.7448484,-73.9967498,1
745,"Park City, UT from Boston, MA",,,
746,Venus,30.2851533,-81.5138602,1
747,at where ya sister went,,,
748,worldwide,40.0421401,-76.3888087,1
749,Ohio,40.4172871,-82.907123,1
750,"Sedona, Az.",34.8697395,-111.7609896,1
751,TVDSB,42.9966989,-81.206923,0
752,"London, Ontario",42.9849233,-81.2452768,0
753,Resistance,,,
754,"Maryville, Tennessee",35.7564719,-83.9704593,1
755,Praying for the second coming ,,,
756,Alabama,32.3182314,-86.902298,1
757,Earth...for now...,,,
758,"McMinnville, OR",45.2101162,-123.1987163,1
759,Opinions expressed are my own.,,,
760,Amphibia 🐸,,,
761,"OKC, OK",35.4675602,-97.5164276,1
762,"New Smyrna Beach, FL",29.0258191,-80.9269984,1
763,"Port Arthur, Texas ",29.8849504,-93.939947,1
764,"Baton Rouge, Louisiana",30.4514677,-91.1871466,1
765,"Charlotte, NC",35.2270869,-80.8431267,1
766,"Tulsa, OK",36.1539816,-95.992775,1
767,DM04,,,
768,"Scottsdale, AZ",33.4941704,-111.9260519,1
769,"Whidbey Island, Washington",47.9982761,-122.4395026,1
770,Sacramento,38.5815719,-121.4943996,1
771,"Colonie, NY",42.7236699,-73.77132,1
772,"Kennesaw, Georgia",34.0234337,-84.6154897,1
773,"Southwest Michigan, USA",44.3148443,-85.6023643,1
774,"Norfolk, VA",36.8507689,-76.2858726,1
775,tallahassee florida,30.4382559,-84.2807329,1
776,"Springfield, MO",37.2089572,-93.2922989,1
777,Zürich and Beijing,47.3933832,8.5116455,0
778,"Y Barri, Cymru. Barry, Wales",51.3997529,-3.2825859,0
779,"Le Roy, NY",42.9783944,-77.9841776,1
780,"Puerto Peñasco, Sonora",31.3268218,-113.5311843,0
781,"Fort Lauderdale, FL",26.1224386,-80.1373174,1
782,SoCal ... via TX,34.9592083,-116.419389,1
783,"South East, England",52.3555177,-1.1743197,0
784,"Fisher Island, Florida",25.7609329,-80.1400459,1
785,Nottingham,52.9547832,-1.1581086,0
786,"Walton, KY",38.8756194,-84.6102213,1
787,"Doncaster, England",53.52282,-1.128462,0
788,"None of your business, USA",,,
789,"North Little Rock, AR",34.769536,-92.2670941,1
790,Michigan ,44.3148443,-85.6023643,1
791,BellaWorld,,,
792,St. Louis,38.6270025,-90.1994042,1
793,3rd rock from the sun,33.3945681,-104.5229281,1
794,Indiana  #hoosier,40.2671941,-86.1349019,1
795,In my house,33.202584,-87.5530664,1
796,"Bedford County, TN",35.4702472,-86.4592091,1
797,khi/isb,24.9007815,67.1681027,0
798,"Bruxelles, Belgique",50.8503396,4.3517103,0
799,OK | CO,37.1599489,-95.7728541,1
800,Endless Mountains of Pa.,41.6000761,-76.0496476,1
801,FL Cong Dist 8 Traitor Posey,28.0784244,-80.7214417,1
802,"Mobile, AL",30.6953657,-88.0398912,1
803,"Oxnard, CA",34.1975048,-119.1770516,1
804,FL-23,26.0625528,-80.2098219,1
805,Gonesville,,,
806,"WEST JORDAN, UT",40.6096698,-111.9391031,1
807,Dallas County,32.8024682,-96.8350999,1
808,West Virginia,38.5976262,-80.4549026,1
809,Gibraltar,36.140751,-5.353585,0
810,"Peace, Love, Prayer & Praise",,,
811,"Texas, etc.",30.2898999,-97.7354211,1
812,Kingdom of His Son.,,,
813,"Fernandina Beach, FL",30.6696818,-81.4625919,1
814,"Sanatoga, PA",40.2450981,-75.5951827,1
815,"Port Sydney, Ontario",45.2175539,-79.2858135,0
816,"San Antonio, TX",29.4241219,-98.4936282,1
817,"Pacifica, CA",37.6138253,-122.4869194,1
818,It’s a Secret,36.1128251,-94.1458382,1
819,Johannesburg,-26.2041028,28.0473051,0
820,"Salt Lake City, Utah",40.7607793,-111.8910474,1
821,"Rhode Island, USA",41.5800945,-71.4774291,1
822,"Clemson, SC",34.6834382,-82.8373654,1
823,"Waco, TX",31.549333,-97.1466695,1
824,In the clouds,43.7279646,-71.3216113,1
825,Deep behind enemy lines #CO,,,
826,"La Florida, Chile",-33.5226882,-70.5987142,0
827,My Azz At HOME,,,
828,DC,38.9071923,-77.0368707,1
829,"San Martín, Argentina",-34.5757521,-58.5370965,0
830,"Lübeck, Deutschland",53.8654673,10.6865593,0
831,"Andhra Pradesh, India",15.9128998,79.7399875,0
832,マグカップの底,,,
833,"Cleveland, TN",35.1595182,-84.8766115,1
834,"North Bay, Ontario",46.3091152,-79.4608204,0
835,WH safety officer ,,,
836,➡️New York➡️St.Louis➡️Memphis,40.7127753,-74.0059728,1
837,The South,37.09024,-95.712891,1
838,"Lewisburg, PA",40.9645293,-76.8844101,1
839,Los Angeles ,34.0522342,-118.2436849,1
840,"Santa Cruz, CA",36.9741171,-122.0307963,1
841,NM,34.5199402,-105.8700901,1
842,956,26.2084651,-98.2687744,1
843,Virtual Nomad,40.7464954,-73.9882611,1
844,Wichita KS - Eureka Springs AR,37.6871761,-97.330053,1
845,"Aguascalientes, México",21.8852562,-102.2915677,0
846,   Palo Cedro California ,40.5637631,-122.2388916,1
847,City of Angels,34.0339233,-118.1861217,1
848,"Greenwood, SC",34.1954001,-82.1617883,1
849,Cambridge via Dublin,52.205337,0.121817,0
850,"St. Peace, Florida",27.7770188,-82.6762876,1
851,"SF Peninsula, CA",37.4614629,-122.3107517,1
852,"Tennessee, USA",35.5174913,-86.5804473,1
853,"Barrie, Ontario",44.3893556,-79.6903316,0
854,"Gainesville, FL",29.6516344,-82.3248262,1
855,10th level of Hell,,,
856,"Ft Lauderdale, FL",26.1224386,-80.1373174,1
857,"Mount Pleasant, SC",32.8323225,-79.8284258,1
858,"Mountain View, CA",37.3860517,-122.0838511,1
859,"Lake Worth Beach, FL",26.6167555,-80.0684479,1
860,ohio,40.4172871,-82.907123,1
861,Anarchist Jurisdiction,,,
862,ATL & NYC,40.757537,-73.974179,1
863,Chicago IL. Trump2020,41.8781136,-87.6297982,1
864,"Burlington, WI",42.6780726,-88.2762026,1
865,Bali / Boston / Miami,-8.3405389,115.0919509,0
866,"Greater Accra, Ghana",5.8142836,0.0746767,0
867,"Galway, Ireland",53.270668,-9.0567905,0
868,"NY, NJ, LA & London dreams",40.7127753,-74.0059728,1
869,"Houston, Texas",29.7604267,-95.3698028,1
870,The Salish Sea,48.3295258,-123.1406752,0
871,"Upper Nyack, NY",41.1070404,-73.9201371,1
872,I would rather be ___________,,,
873,Australia,-25.274398,133.775136,0
874,Wish A Nigga Woods,,,
875,"Coral Gables, FL",25.7491968,-80.2635411,1
876,"Carson, CA",33.8316745,-118.281693,1
877,Empire State - Liberty Island🗽,40.7484405,-73.9856644,1
878,#WakandaForever,,,
879,Oregon USA,43.8041334,-120.5542012,1
880,"Wollongong, New South Wales",-34.4278121,150.8930607,0
881,Chile,-35.675147,-71.542969,0
882,96 ZEGOT street,44.2273698,-76.4877573,0
883,MostlyInTheDogHouseIsTheNorm,,,
884,"Columbus, OH",39.9611755,-82.9987942,1
885,TX,31.9685988,-99.9018131,1
886,Heaven,37.0326709,-95.6235557,1
887,"Athens, GA",33.9519347,-83.357567,1
888,Madrid Espana 👑🌮🛹,40.4167754,-3.7037902,0
889,"SAN FRANCISCO, CA",37.7749295,-122.4194155,1
890,Italy,41.87194,12.56738,0
891,"Boise, ID",43.6150186,-116.2023137,1
892,Br00kLyn,,,
893,Parler & Gab: @StephPhilip,,,
894,Global-USA-East Coast,40.7513772,-73.9924883,1
895,Nevada,38.8026097,-116.419389,1
896,USA🇺🇸Land of the Free,,,
897,United States of America,37.09024,-95.712891,1
898,"Burlington, VT",44.4758825,-73.212072,1
899,Lost In Space,,,
900,"Chatsworth Lake Manor, CA",34.240837,-118.6370332,1
901,Georgia,32.1656221,-82.9000751,1
902,TRUMP territory 🇺🇸 ,,,
903,"Hamm, Deutschland",51.6738583,7.8159817,0
904,"Brookline, MA",42.3317642,-71.1211635,1
905,"Bryan, TX",30.6743643,-96.3699632,1
906,The Bay Area ,37.8271784,-122.2913078,1
907,"West Hollywood, CA",34.0900091,-118.3617443,1
908,Colorado,39.5500507,-105.7820674,1
909,"Long Beach, CA",33.7700504,-118.1937395,1
910,Chandigarh,30.7333148,76.7794179,0
911,"Rockford, IL USA",42.2711311,-89.0939952,1
912,"Guelph, Ontario, Canada",43.5448048,-80.2481666,0
913,"Tema, Ghana",5.7348119,0.0302354,0
914,snowpix snowpix snowpix,,,
915,My Vice-President is Black ,,,
916,Detroit ,42.331427,-83.0457538,1
917,none of your business,,,
918,West Michigan,44.3148443,-85.6023643,1
919,"Pasadena, California USA",34.1477849,-118.1445155,1
920,Italia,41.87194,12.56738,0
921,Toronto/Boston,43.6441451,-79.388508,0
922,She/her,37.0320193,-95.623423,1
923,"Fort Myers, FL",26.640628,-81.8723084,1
924,"Jackson Heights, New York",40.7556818,-73.8830701,1
925,Northern CA,38.8375215,-120.8958242,1
926,on an island,38.8760566,-92.4758704,1
927,"California, USA 🇺🇸",36.778261,-119.4179324,1
928,Cali USA,36.778261,-119.4179324,1
929,"WI,   USA",43.7844397,-88.7878678,1
930,NY/PA..🇺🇸,40.7127753,-74.0059728,1
931,"Los Angeles, California",34.0522342,-118.2436849,1
932,most isolated place on earth,,,
933,I've lost track...,,,
934,"HillaryVillage, CA",34.161572,-118.8360694,1
935,"Norwalk, CT",41.117744,-73.4081575,1
936,"St Louis, MO",38.6270025,-90.1994042,1
937,"Las Vegas, NV and elsewhere",36.1699412,-115.1398296,1
938,"Inwood, NY ",40.8677145,-73.9212019,1
939,"Post Falls, ID",47.7179578,-116.9515856,1
940,Easton PA,40.688432,-75.2207323,1
941,"Magna, UT",40.7091121,-112.1016088,1
942,"Anaheim Hills, CA",33.8508021,-117.7490656,1
943,"Central, PA",41.2033216,-77.1945247,1
944,"Atlanta, Georgia, USA",33.7489954,-84.3879824,1
945,"Chinnor, England",51.701181,-0.908629,0
946,"Earth, USA",34.2331373,-102.4107493,1
947,Desert,35.0109911,-115.4733551,1
948,LA ,34.0522342,-118.2436849,1
949,"SC, USA",33.836081,-81.1637245,1
950,Texas Forever,29.6890905,-95.6229192,1
951,"Alexandria, Va",38.8048355,-77.0469214,1
952,"Kumasi, Ghana",6.6666004,-1.6162709,0
953,LA via the IE,,,
954,Prescott Arizona,34.5400242,-112.4685025,1
955,Boreaal Friesland,53.1641642,5.7817542,0
956,"Reading, England",51.4542645,-0.9781303,0
957,Maskless secondary school 💔,,,
958,"New Mexico, USA",34.5199402,-105.8700901,1
959,Lost in the story,,,
960,NJ,40.0583238,-74.4056612,1
961,Bettembourg,49.5192118,6.1002461,0
962,"Ballarat, Victoria, Australia",-37.5621587,143.8502556,0
963,Ireland,53.1423672,-7.6920536,0
964,"Hollywood, California",34.0928092,-118.3286614,1
965,LosAngeles,34.0522342,-118.2436849,1
966,SC,33.836081,-81.1637245,1
967,Abdullapurmet,17.3100943,78.6861391,0
968,Cologne,50.937531,6.9602786,0
969,"Akron, OH",41.0814447,-81.5190053,1
970,"Columbia, South Carolina",34.0007104,-81.0348144,1
971,The sea on my left,,,
972,"Bloomington, IN, USA",39.165325,-86.5263857,1
973,"Sarasota, FL",27.3364347,-82.5306527,1
974,"Cape Cod, MA",41.6687897,-70.2962408,1
975,Toronto ,43.653226,-79.3831843,0
976,"Adjala-Tosorontio, Ontario",44.1254172,-79.9416549,0
977,"Oxford, England",51.7520209,-1.2577263,0
978,Bay Area,37.8271784,-122.2913078,1
979,Climbing the mountain,38.9649445,-94.718078,1
980,Somewhere in Space 🌌,,,
981,"Salt Lake City, UT",40.7607793,-111.8910474,1
982,Florida..Gator Country!!!!!🐊,,,
983,"Arvada, CO",39.8027644,-105.0874842,1
984,"Michigan, United States",44.3148443,-85.6023643,1
985,"İstanbul, Türkiye",41.0082376,28.9783589,0
986,"Ashanti, Ghana",6.7470436,-1.5208624,0
987,"Fort Worth, TX",32.7554883,-97.3307658,1
988,"Avon, IN",39.7628227,-86.3997167,1
989,the dog park,36.7441944,-95.9494987,1
990,in the garden somewhere,,,
991,"Downtown, Canada",43.6548046,-79.3883031,0
992,CT ✈️ North Texas & Austin,30.2849185,-97.7340567,1
993,sitting naked by the phone,,,
994,"Rogers, AR",36.3320196,-94.1185366,1
995,🤣,,,
996,Under a Pink Sky,,,
997,North Dakota,47.5514926,-101.0020119,1
998,"Boulder, Colorado",40.0149856,-105.2705456,1
999,19,36.3131255,-95.620701,1
1000,"Round Rock, TX",30.5082551,-97.678896,1
1001,Montreal,45.5016889,-73.567256,0
1002,"Ocean Bluff, MA",42.1080418,-70.6633175,1
1003,Universe of Interactive Media ,,,
1004,Here,,,
1005,clownsville,,,
1006,"New Hampshire, USA",43.1938516,-71.5723953,1
1007,USA (variable by season),,,
1008,"Anchorage, AK",61.2180556,-149.9002778,1
1009,in the country.,36.2349435,-96.0584222,1
1010,in my head,45.0054782,-122.7833297,1
1011,"Fayetteville, AR",36.082156,-94.1718542,1
1012,waiting for you...,,,
1013,"Palm Springs, CA",33.8302961,-116.5452921,1
1014,"Western NC, USA",35.8257305,-82.0407137,1
1015,"Farmington, NM",36.7280583,-108.2186856,1
1016,"Lake Carmel, NY",41.4614825,-73.6709626,1
1017,Biff's Alternate TL Since 1/17,,,
1018,transylvania,46.1840561,25.2223974,0
1019,"Hampton, VA",37.0298687,-76.3452218,1
1020,Concord,37.9779776,-122.0310733,1
1021,Above The Rim or In The Cut.,,,
1022,"Chesapeake, VA",36.7682088,-76.2874927,1
1023,Utah,39.3209801,-111.0937311,1
1024,california,36.778261,-119.4179324,1
1025,Henderson NV,36.0395247,-114.9817213,1
1026,"Pa, Co,& Evrywhere in Between",,,
1027,Young Sinatra,,,
1028,In the present moment.,29.8908893,-81.3275689,1
1029,saturn,36.1583952,-95.9946482,1
1030,Trinidad and Tobago,10.691803,-61.222503,0
1031,طوباس فلسطين,32.321086,35.369953,0
